NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA
30.0,622,4,22,23,31,32,38,36.0,10000000.0,14/05/2016
30.0,621,7,11,14,16,17,23,22.0,9000000.0,10/05/2016
30.0,620,4,6,14,26,36,37,30.0,8000000.0,07/05/2016
30.0,619,1,13,15,26,29,34,24.0,7000000.0,03/05/2016
30.0,618,3,6,12,20,23,37,19.0,6000000.0,30/04/2016
30.0,617,4,5,6,13,31,32,30.0,5500000.0,26/04/2016
30.0,616,1,2,5,13,18,20,30.0,5400000.0,23/04/2016
30.0,615,5,8,14,22,26,28,12.0,5300000.0,19/04/2016
30.0,614,7,12,13,14,21,29,8.0,5200000.0,16/04/2016
30.0,613,3,4,19,27,36,37,34.0,5100000.0,12/04/2016
30.0,612,1,8,18,20,22,37,3.0,5000000.0,09/04/2016
30.0,611,23,26,28,31,32,36,24.0,14000000.0,05/04/2016
30.0,610,4,8,9,12,21,24,7.0,13000000.0,02/04/2016
30.0,609,9,21,24,28,31,36,33.0,12000000.0,29/03/2016
30.0,608,8,10,12,21,22,31,15.0,11000000.0,26/03/2016
30.0,607,9,21,28,30,31,38,34.0,10000000.0,22/03/2016
30.0,606,1,15,23,26,29,30,10.0,9000000.0,19/03/2016
30.0,605,12,15,21,22,35,36,10.0,8000000.0,15/03/2016
30.0,604,6,20,24,35,36,37,15.0,7400000.0,12/03/2016
30.0,603,6,7,9,22,28,35,5.0,6600000.0,08/03/2016
30.0,602,10,12,16,28,32,38,20.0,5700000.0,05/03/2016
30.0,601,8,24,25,26,30,32,35.0,5600000.0,01/03/2016
30.0,600,2,3,9,29,30,38,14.0,5500000.0,27/02/2016
30.0,599,7,15,22,27,37,39,21.0,5400000.0,23/02/2016
30.0,598,5,7,13,27,28,30,4.0,5200000.0,20/02/2016
30.0,597,3,4,8,12,27,38,24.0,5000000.0,16/02/2016
30.0,596,2,3,15,27,30,35,33.0,7000000.0,13/02/2016
30.0,595,2,5,15,18,21,22,6.0,6500000.0,09/02/2016
30.0,594,4,6,11,18,19,22,12.0,6000000.0,06/02/2016
30.0,593,14,19,21,25,34,35,28.0,5500000.0,02/02/2016
30.0,592,2,3,7,22,25,30,6.0,5000000.0,30/01/2016
30.0,591,6,17,20,24,26,28,3.0,20500000.0,26/01/2016
30.0,590,1,10,19,24,32,35,36.0,19000000.0,23/01/2016
30.0,589,10,12,20,23,31,36,15.0,18000000.0,19/01/2016
30.0,588,11,13,27,29,30,31,34.0,16500000.0,16/01/2016
30.0,587,2,10,13,26,35,39,7.0,15500000.0,12/01/2016
30.0,586,7,17,28,34,37,39,6.0,14500000.0,09/01/2016
30.0,585,5,6,13,31,33,39,11.0,13500000.0,05/01/2016
30.0,584,8,10,19,29,37,39,31.0,12000000.0,02/01/2016
30.0,583,1,6,8,10,27,34,29.0,11000000.0,29/12/2015
30.0,582,7,11,15,18,34,35,6.0,10000000.0,26/12/2015
30.0,581,9,11,22,29,31,33,32.0,9000000.0,22/12/2015
30.0,580,5,18,19,20,27,35,33.0,8500000.0,19/12/2015
30.0,579,11,14,15,19,27,35,17.0,8000000.0,15/12/2015
30.0,578,2,4,15,22,25,38,30.0,7500000.0,12/12/2015
30.0,577,15,17,23,28,30,35,22.0,7000000.0,08/12/2015
30.0,576,1,4,17,19,30,35,22.0,6500000.0,05/12/2015
30.0,575,4,5,10,19,22,37,2.0,6000000.0,01/12/2015
30.0,574,6,22,24,25,26,28,12.0,5500000.0,28/11/2015
30.0,573,6,18,19,20,25,36,26.0,5000000.0,24/11/2015
30.0,572,2,11,14,16,29,32,7.0,44500000.0,21/11/2015
30.0,571,6,11,16,20,22,31,35.0,43000000.0,17/11/2015
30.0,570,4,6,12,24,37,38,27.0,42000000.0,14/11/2015
30.0,569,5,8,10,11,12,39,3.0,40500000.0,10/11/2015
30.0,568,11,20,25,26,31,35,27.0,39000000.0,07/11/2015
30.0,567,1,7,10,15,19,39,28.0,38000000.0,03/11/2015
30.0,566,2,6,22,25,26,33,7.0,36500000.0,31/10/2015
30.0,565,1,3,12,16,20,22,8.0,35500000.0,27/10/2015
30.0,564,2,4,17,20,24,33,8.0,34500000.0,24/10/2015
30.0,563,5,12,21,23,34,38,9.0,33000000.0,20/10/2015
30.0,562,9,13,24,25,29,38,30.0,32000000.0,17/10/2015
30.0,561,1,11,24,26,32,33,12.0,31000000.0,13/10/2015
30.0,560,6,10,14,15,29,33,17.0,29500000.0,10/10/2015
30.0,559,27,30,32,35,36,38,15.0,28500000.0,06/10/2015
30.0,558,7,14,16,25,31,38,4.0,27000000.0,03/10/2015
30.0,557,1,3,16,26,33,34,8.0,26000000.0,29/09/2015
30.0,556,8,19,21,29,33,39,20.0,25000000.0,26/09/2015
30.0,555,1,9,20,27,32,36,30.0,24000000.0,22/09/2015
30.0,554,1,14,21,24,29,32,3.0,22500000.0,19/09/2015
30.0,553,2,3,8,9,12,37,33.0,21500000.0,15/09/2015
30.0,552,10,12,16,22,31,34,24.0,20500000.0,12/09/2015
30.0,551,7,10,11,13,23,26,25.0,19500000.0,08/09/2015
30.0,550,10,13,19,21,24,25,1.0,18500000.0,05/09/2015
30.0,549,10,14,16,22,27,28,31.0,17500000.0,01/09/2015
30.0,548,10,15,24,31,36,38,12.0,16500000.0,29/08/2015
30.0,547,1,3,12,19,30,35,37.0,15500000.0,25/08/2015
30.0,546,4,8,10,17,18,36,39.0,14500000.0,22/08/2015
30.0,545,7,20,25,26,36,37,6.0,13500000.0,18/08/2015
30.0,544,2,4,5,20,22,26,38.0,12500000.0,15/08/2015
30.0,543,9,10,16,17,18,34,15.0,11500000.0,11/08/2015
30.0,542,1,12,17,22,30,31,4.0,11000000.0,08/08/2015
30.0,541,12,19,22,24,28,38,4.0,10000000.0,04/08/2015
30.0,540,4,5,32,34,37,38,2.0,8500000.0,01/08/2015
30.0,539,12,20,24,28,38,39,18.0,7500000.0,28/07/2015
30.0,538,4,19,27,28,36,38,9.0,6500000.0,25/07/2015
30.0,537,7,10,23,27,31,39,16.0,6000000.0,21/07/2015
30.0,536,11,14,19,23,31,37,8.0,5500000.0,18/07/2015
30.0,535,5,15,20,21,24,31,12.0,5400000.0,14/07/2015
30.0,534,14,15,20,23,26,38,34.0,5300000.0,11/07/2015
30.0,533,5,8,17,21,26,34,10.0,5200000.0,07/07/2015
30.0,532,9,15,23,24,31,35,3.0,5100000.0,04/07/2015
30.0,531,8,9,15,19,29,39,14.0,5000000.0,30/06/2015
30.0,530,3,10,13,20,33,38,35.0,41000000.0,27/06/2015
30.0,529,10,22,23,25,33,39,20.0,39000000.0,23/06/2015
30.0,528,18,20,23,24,26,35,16.0,38000000.0,20/06/2015
30.0,527,10,25,26,30,36,38,19.0,37000000.0,16/06/2015
30.0,526,8,14,17,28,29,31,7.0,36000000.0,13/06/2015
30.0,525,4,20,22,28,31,34,7.0,34500000.0,09/06/2015
30.0,524,6,12,18,24,25,31,37.0,33000000.0,06/06/2015
30.0,523,6,14,18,32,34,36,22.0,32000000.0,02/06/2015
30.0,522,3,4,7,9,10,32,24.0,30500000.0,30/05/2015
30.0,521,7,17,20,32,34,39,22.0,29500000.0,26/05/2015
30.0,520,4,9,11,12,17,26,29.0,28500000.0,23/05/2015
30.0,519,2,15,17,31,34,38,35.0,27000000.0,19/05/2015
30.0,518,6,12,16,18,33,36,5.0,26000000.0,16/05/2015
30.0,517,2,5,16,21,25,31,28.0,25000000.0,12/05/2015
30.0,516,5,17,20,26,27,33,38.0,24000000.0,09/05/2015
30.0,515,3,7,9,25,29,32,33.0,23000000.0,05/05/2015
30.0,514,9,11,20,27,31,32,37.0,21500000.0,02/05/2015
30.0,513,4,19,26,28,34,36,8.0,20500000.0,28/04/2015
30.0,512,6,10,13,14,34,36,29.0,19500000.0,25/04/2015
30.0,511,1,24,25,29,37,38,5.0,18500000.0,21/04/2015
30.0,510,9,15,18,26,32,34,33.0,17500000.0,18/04/2015
30.0,509,5,6,11,12,22,26,31.0,16500000.0,14/04/2015
30.0,508,4,12,14,16,26,39,3.0,15500000.0,11/04/2015
30.0,507,4,5,27,29,33,36,11.0,14600000.0,07/04/2015
30.0,506,8,11,15,24,33,39,32.0,14000000.0,04/04/2015
30.0,505,3,7,15,16,32,38,5.0,13000000.0,31/03/2015
30.0,504,4,5,10,14,31,39,34.0,12000000.0,28/03/2015
30.0,503,16,21,22,25,32,33,36.0,11000000.0,24/03/2015
30.0,502,10,13,15,23,24,27,11.0,10200000.0,21/03/2015
30.0,501,2,19,23,32,35,39,29.0,9400000.0,17/03/2015
30.0,500,5,10,20,22,30,34,26.0,8300000.0,14/03/2015
30.0,499,3,14,17,21,23,35,29.0,7500000.0,10/03/2015
30.0,498,1,3,5,24,34,37,30.0,6700000.0,07/03/2015
30.0,497,7,8,21,28,32,38,14.0,6200000.0,03/03/2015
30.0,496,1,13,18,22,24,39,35.0,6100000.0,28/02/2015
30.0,495,4,7,8,9,11,26,37.0,6000000.0,24/02/2015
30.0,494,1,5,7,25,26,38,33.0,5900000.0,21/02/2015
30.0,493,14,18,25,26,29,39,9.0,5600000.0,17/02/2015
30.0,492,4,5,9,22,33,39,17.0,5300000.0,14/02/2015
30.0,491,1,8,9,14,23,26,31.0,5000000.0,10/02/2015
30.0,490,1,2,20,23,27,29,33.0,32000000.0,07/02/2015
30.0,489,4,9,10,35,38,39,8.0,31000000.0,03/02/2015
30.0,488,3,9,13,29,32,36,6.0,29500000.0,31/01/2015
30.0,487,10,14,18,27,33,35,26.0,28000000.0,27/01/2015
30.0,486,1,4,13,26,29,32,12.0,25000000.0,24/01/2015
30.0,485,6,15,20,24,26,39,37.0,22000000.0,20/01/2015
30.0,484,10,22,26,28,32,33,30.0,18500000.0,17/01/2015
30.0,483,2,10,11,19,33,35,8.0,17000000.0,13/01/2015
30.0,482,9,15,19,24,30,34,31.0,15500000.0,10/01/2015
30.0,481,1,2,12,13,17,24,14.0,13600000.0,06/01/2015
30.0,480,1,13,17,22,25,31,23.0,13300000.0,03/01/2015
30.0,479,10,11,21,31,34,38,24.0,13000000.0,30/12/2014
30.0,478,9,13,14,34,36,38,19.0,12700000.0,27/12/2014
30.0,477,8,12,14,28,34,35,6.0,12400000.0,23/12/2014
30.0,476,2,11,16,17,32,37,13.0,12100000.0,20/12/2014
30.0,475,6,11,20,25,31,39,13.0,11800000.0,16/12/2014
30.0,474,10,15,16,22,26,33,27.0,11500000.0,13/12/2014
30.0,473,10,11,16,17,19,26,14.0,11200000.0,09/12/2014
30.0,472,2,3,8,12,30,33,27.0,10900000.0,06/12/2014
30.0,471,1,4,5,17,24,34,6.0,10600000.0,02/12/2014
30.0,470,7,8,10,20,21,25,6.0,10300000.0,29/11/2014
30.0,469,2,6,11,12,17,21,4.0,10000000.0,25/11/2014
30.0,468,3,4,12,14,19,20,34.0,9700000.0,22/11/2014
30.0,467,4,14,15,21,24,31,9.0,9400000.0,18/11/2014
30.0,466,1,8,16,17,20,30,13.0,9100000.0,15/11/2014
30.0,465,10,21,23,32,34,39,29.0,8800000.0,11/11/2014
30.0,464,11,24,25,27,32,34,23.0,8500000.0,08/11/2014
30.0,463,1,3,7,12,18,37,21.0,8200000.0,04/11/2014
30.0,462,2,5,7,9,19,35,34.0,7900000.0,01/11/2014
30.0,461,2,10,29,31,36,37,38.0,7600000.0,28/10/2014
30.0,460,4,13,22,24,33,39,27.0,7300000.0,25/10/2014
30.0,459,10,29,30,32,33,34,38.0,7000000.0,21/10/2014
30.0,458,9,16,19,21,33,38,30.0,6750000.0,18/10/2014
30.0,457,8,10,11,20,22,37,14.0,6500000.0,14/10/2014
30.0,456,4,5,8,9,21,29,31.0,5000000.0,11/10/2014
30.0,455,1,11,12,29,33,37,32.0,5500000.0,07/10/2014
30.0,454,6,8,13,14,15,20,12.0,5000000.0,04/10/2014
30.0,453,6,17,28,30,36,38,33.0,9500000.0,30/09/2014
30.0,452,6,12,24,25,33,39,26.0,9000000.0,27/09/2014
30.0,451,5,7,14,19,21,24,33.0,8500000.0,23/09/2014
30.0,450,12,19,22,24,35,38,36.0,8000000.0,20/09/2014
30.0,449,11,12,14,22,26,36,4.0,7500000.0,16/09/2014
30.0,448,3,10,13,24,31,33,26.0,7000000.0,13/09/2014
30.0,447,9,10,19,24,25,33,12.0,6500000.0,09/09/2014
30.0,446,1,11,19,23,24,27,20.0,6000000.0,06/09/2014
30.0,445,5,11,13,16,18,26,37.0,5500000.0,02/09/2014
30.0,444,24,25,26,28,31,38,10.0,5000000.0,30/08/2014
30.0,443,4,8,9,25,34,36,24.0,9500000.0,26/08/2014
30.0,442,4,5,17,22,25,34,36.0,9000000.0,23/08/2014
30.0,441,1,2,10,17,22,38,8.0,8500000.0,19/08/2014
30.0,440,21,29,31,34,36,39,38.0,8000000.0,16/08/2014
30.0,439,1,6,23,25,30,34,2.0,7500000.0,12/08/2014
30.0,438,11,14,21,24,25,32,6.0,7000000.0,09/08/2014
30.0,437,9,15,19,20,26,34,22.0,6500000.0,05/08/2014
30.0,436,6,8,10,13,16,21,15.0,6000000.0,02/08/2014
30.0,435,7,12,20,22,25,34,30.0,5500000.0,29/07/2014
30.0,434,3,4,18,19,20,25,36.0,5000000.0,26/07/2014
30.0,433,22,23,30,32,35,37,2.0,7500000.0,22/07/2014
30.0,432,4,9,18,26,27,39,10.0,7000000.0,19/07/2014
30.0,431,2,9,13,17,26,27,28.0,6500000.0,15/07/2014
30.0,430,2,4,7,19,27,35,13.0,6000000.0,12/07/2014
30.0,429,1,13,16,17,31,34,8.0,5500000.0,08/07/2014
30.0,428,14,17,19,24,28,33,9.0,5000000.0,05/07/2014
30.0,427,4,6,13,19,25,36,17.0,11500000.0,01/07/2014
30.0,426,1,17,20,26,38,39,37.0,11000000.0,28/06/2014
30.0,425,1,12,15,18,23,27,16.0,10500000.0,24/06/2014
30.0,424,1,3,4,12,19,32,16.0,10000000.0,21/06/2014
30.0,423,11,14,20,21,30,33,28.0,9500000.0,17/06/2014
30.0,422,8,13,25,34,36,37,27.0,9000000.0,14/06/2014
30.0,421,8,18,24,27,28,30,23.0,8500000.0,10/06/2014
30.0,420,4,7,17,18,25,32,5.0,8000000.0,07/06/2014
30.0,419,9,22,31,33,37,39,3.0,7500000.0,03/06/2014
30.0,418,7,12,14,21,25,26,29.0,7000000.0,31/05/2014
30.0,417,5,6,12,16,19,28,27.0,6500000.0,27/05/2014
30.0,416,6,16,17,25,29,34,27.0,6000000.0,24/05/2014
30.0,415,4,5,6,12,17,25,21.0,5500000.0,20/05/2014
30.0,414,1,4,14,16,20,23,38.0,5000000.0,17/05/2014
30.0,413,8,22,25,27,32,36,34.0,8000000.0,13/05/2014
30.0,412,4,7,15,19,21,29,12.0,7500000.0,10/05/2014
30.0,411,2,12,20,35,36,39,38.0,7000000.0,06/05/2014
30.0,410,1,15,16,23,29,37,4.0,6500000.0,03/05/2014
30.0,409,8,14,33,34,38,39,22.0,6000000.0,29/04/2014
30.0,408,3,16,23,25,31,38,37.0,5500000.0,26/04/2014
30.0,407,8,10,14,18,32,33,17.0,5000000.0,22/04/2014
30.0,406,3,14,22,27,35,39,38.0,5000000.0,19/04/2014
30.0,405,6,13,15,16,19,38,4.0,13500000.0,15/04/2014
30.0,404,8,14,22,32,38,39,13.0,12500000.0,12/04/2014
30.0,403,7,13,16,24,37,39,28.0,12000000.0,08/04/2014
30.0,402,1,10,26,35,37,39,17.0,11000000.0,05/04/2014
30.0,401,7,10,15,24,26,31,38.0,10500000.0,01/04/2014
30.0,400,10,11,12,22,26,30,15.0,10000000.0,29/03/2014
30.0,399,3,7,8,19,20,31,38.0,9500000.0,25/03/2014
30.0,398,7,9,12,15,22,31,30.0,9000000.0,22/03/2014
30.0,397,11,21,26,27,33,34,38.0,8500000.0,18/03/2014
30.0,396,12,17,23,25,33,36,38.0,8000000.0,15/03/2014
30.0,395,7,13,18,30,36,37,10.0,7500000.0,11/03/2014
30.0,394,5,9,18,23,32,37,1.0,7000000.0,08/03/2014
30.0,393,8,10,23,26,33,38,25.0,6500000.0,04/03/2014
30.0,392,5,11,14,15,18,32,2.0,6000000.0,01/03/2014
30.0,391,1,3,9,11,20,32,17.0,5500000.0,25/02/2014
30.0,390,5,18,23,34,37,38,29.0,5000000.0,22/02/2014
30.0,389,18,24,28,31,34,37,7.0,5000000.0,18/02/2014
30.0,388,7,9,10,26,31,37,33.0,22000000.0,15/02/2014
30.0,387,3,6,10,16,31,37,19.0,21000000.0,11/02/2014
30.0,386,3,14,17,19,31,35,27.0,20000000.0,08/02/2014
30.0,385,19,20,22,24,27,35,7.0,19000000.0,04/02/2014
30.0,384,13,25,28,31,34,36,15.0,18000000.0,01/02/2014
30.0,383,3,8,12,22,28,39,16.0,17000000.0,28/01/2014
30.0,382,1,2,13,20,31,38,11.0,16000000.0,25/01/2014
30.0,381,4,5,13,21,38,39,19.0,15000000.0,21/01/2014
30.0,380,4,6,16,26,30,34,22.0,14000000.0,18/01/2014
30.0,379,4,7,14,32,37,38,16.0,13000000.0,14/01/2014
30.0,378,7,10,12,26,32,36,17.0,12000000.0,11/01/2014
30.0,377,3,15,18,24,27,36,23.0,11000000.0,07/01/2014
30.0,376,4,11,16,25,29,39,30.0,10500000.0,04/01/2014
30.0,375,2,12,13,18,21,34,19.0,10000000.0,31/12/2013
30.0,374,12,15,18,20,21,28,29.0,9500000.0,28/12/2013
30.0,373,1,2,12,18,21,25,26.0,9000000.0,24/12/2013
30.0,372,2,4,16,25,33,38,28.0,8500000.0,21/12/2013
30.0,371,11,17,18,28,31,36,33.0,8000000.0,17/12/2013
30.0,370,10,16,22,35,36,38,27.0,7500000.0,14/12/2013
30.0,369,1,8,20,21,27,36,12.0,7000000.0,10/12/2013
30.0,368,10,14,18,22,27,33,13.0,6500000.0,07/12/2013
30.0,367,14,16,17,25,26,38,15.0,6000000.0,03/12/2013
30.0,366,16,17,25,28,36,39,38.0,5500000.0,30/11/2013
30.0,365,14,18,21,29,34,38,33.0,5000000.0,26/11/2013
30.0,364,8,13,19,21,23,31,17.0,6000000.0,23/11/2013
30.0,363,6,10,11,17,23,34,37.0,5500000.0,19/11/2013
30.0,362,3,6,8,18,26,30,35.0,5000000.0,16/11/2013
30.0,361,8,20,27,29,32,39,5.0,8500000.0,12/11/2013
30.0,360,1,22,25,26,27,32,23.0,8000000.0,09/11/2013
30.0,359,5,13,17,18,32,35,8.0,7500000.0,05/11/2013
30.0,358,6,9,13,14,20,37,38.0,7000000.0,02/11/2013
30.0,357,1,12,16,21,28,39,24.0,6500000.0,29/10/2013
30.0,356,1,4,10,11,21,29,2.0,6000000.0,26/10/2013
30.0,355,1,2,6,8,23,31,39.0,5500000.0,22/10/2013
30.0,354,1,13,25,32,34,35,19.0,5000000.0,19/10/2013
30.0,353,7,20,23,24,28,33,12.0,9500000.0,15/10/2013
30.0,352,20,21,22,24,31,38,33.0,9000000.0,12/10/2013
30.0,351,11,14,27,29,32,33,13.0,8500000.0,08/10/2013
30.0,350,11,12,13,31,34,39,21.0,8000000.0,05/10/2013
30.0,349,3,6,8,17,33,38,16.0,7500000.0,01/10/2013
30.0,348,5,14,16,28,33,39,27.0,7000000.0,28/09/2013
30.0,347,3,10,21,23,25,28,22.0,6500000.0,24/09/2013
30.0,346,4,6,13,16,32,35,33.0,6000000.0,21/09/2013
30.0,345,1,3,22,29,33,34,25.0,5500000.0,17/09/2013
30.0,344,4,12,18,27,31,34,2.0,5000000.0,14/09/2013
30.0,343,9,21,24,33,36,37,18.0,17500000.0,10/09/2013
30.0,342,4,5,10,24,26,37,9.0,17000000.0,07/09/2013
30.0,341,12,13,15,20,26,38,1.0,16000000.0,03/09/2013
30.0,340,2,22,23,24,31,39,27.0,15000000.0,31/08/2013
30.0,339,5,18,24,25,35,38,4.0,14000000.0,27/08/2013
30.0,338,1,11,13,17,21,27,29.0,13000000.0,24/08/2013
30.0,337,6,12,21,24,25,36,20.0,12000000.0,20/08/2013
30.0,336,3,7,12,18,34,35,30.0,11500000.0,17/08/2013
30.0,335,8,11,17,31,36,38,37.0,11000000.0,13/08/2013
30.0,334,2,6,9,20,21,25,35.0,10500000.0,10/08/2013
30.0,333,4,8,15,19,33,35,9.0,10000000.0,06/08/2013
30.0,332,2,4,17,31,37,38,11.0,9500000.0,03/08/2013
30.0,331,11,13,23,32,37,39,9.0,9000000.0,30/07/2013
30.0,330,7,9,16,19,30,37,14.0,8500000.0,27/07/2013
30.0,329,1,2,10,14,19,32,8.0,8000000.0,23/07/2013
30.0,328,20,22,25,29,31,32,8.0,7500000.0,20/07/2013
30.0,327,3,7,14,17,24,25,37.0,7000000.0,16/07/2013
30.0,326,6,7,22,25,27,31,38.0,6500000.0,13/07/2013
30.0,325,5,11,20,25,26,29,14.0,6000000.0,09/07/2013
30.0,324,10,13,24,26,27,31,1.0,5500000.0,06/07/2013
30.0,323,1,7,12,24,27,29,25.0,5000000.0,02/07/2013
30.0,322,1,4,13,21,29,36,30.0,7500000.0,29/06/2013
30.0,321,9,13,18,29,35,39,34.0,7000000.0,25/06/2013
30.0,320,4,5,19,25,36,39,9.0,6500000.0,22/06/2013
30.0,319,1,7,25,31,32,37,24.0,6000000.0,18/06/2013
30.0,318,2,23,27,28,29,30,18.0,5500000.0,15/06/2013
30.0,317,4,7,19,22,30,36,33.0,5000000.0,11/06/2013
30.0,316,18,24,27,32,35,39,38.0,7000000.0,08/06/2013
30.0,315,13,21,25,29,32,37,3.0,6500000.0,04/06/2013
30.0,314,1,13,20,23,31,35,10.0,6000000.0,01/06/2013
