NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA
30.0,313,6,15,25,29,37,39,13.0,5500000.0,28/05/2013
30.0,312,1,15,18,19,21,27,36.0,5000000.0,25/05/2013
30.0,311,5,12,24,27,28,35,26.0,8000000.0,21/05/2013
30.0,310,7,10,11,14,16,32,13.0,7500000.0,18/05/2013
30.0,309,3,5,8,14,17,33,18.0,7000000.0,14/05/2013
30.0,308,6,11,18,24,31,34,33.0,6500000.0,11/05/2013
30.0,307,4,7,14,21,34,37,26.0,6000000.0,07/05/2013
30.0,306,2,10,19,26,37,39,4.0,5500000.0,04/05/2013
30.0,305,2,11,13,20,24,35,10.0,5000000.0,30/04/2013
30.0,304,1,11,12,21,23,36,14.0,10000000.0,27/04/2013
30.0,303,3,14,16,35,37,39,30.0,9500000.0,23/04/2013
30.0,302,2,4,8,14,23,38,11.0,9000000.0,20/04/2013
30.0,301,5,11,22,23,31,35,7.0,8500000.0,16/04/2013
30.0,300,3,17,24,26,30,34,20.0,8000000.0,13/04/2013
30.0,299,17,18,25,31,34,35,16.0,7500000.0,09/04/2013
30.0,298,5,15,16,30,31,38,20.0,7000000.0,06/04/2013
30.0,297,2,22,27,29,31,37,13.0,6500000.0,02/04/2013
30.0,296,1,2,24,31,32,33,20.0,6000000.0,30/03/2013
30.0,295,11,15,18,26,28,38,6.0,5500000.0,26/03/2013
30.0,294,13,18,25,27,28,30,12.0,5000000.0,23/03/2013
30.0,293,2,3,12,21,29,39,23.0,21000000.0,19/03/2013
30.0,292,8,13,21,23,24,28,12.0,20000000.0,16/03/2013
30.0,291,10,14,20,27,28,32,22.0,19000000.0,12/03/2013
30.0,290,2,14,28,29,30,37,7.0,18000000.0,09/03/2013
30.0,289,1,15,19,24,32,38,28.0,17000000.0,05/03/2013
30.0,288,6,9,16,21,31,34,3.0,16000000.0,02/03/2013
30.0,287,1,4,16,22,32,33,7.0,15000000.0,26/02/2013
30.0,286,6,7,8,10,16,27,29.0,14000000.0,23/02/2013
30.0,285,2,7,15,17,25,37,29.0,13000000.0,19/02/2013
30.0,284,1,2,3,13,18,19,15.0,12000000.0,16/02/2013
30.0,283,1,3,25,29,35,37,7.0,11000000.0,12/02/2013
30.0,282,8,16,17,21,26,37,23.0,10500000.0,09/02/2013
30.0,281,14,15,19,21,24,35,31.0,10000000.0,05/02/2013
30.0,280,2,6,9,17,30,36,25.0,9500000.0,02/02/2013
30.0,279,3,15,21,25,26,32,22.0,9000000.0,29/01/2013
30.0,278,11,18,33,34,35,36,2.0,8500000.0,26/01/2013
30.0,277,8,11,19,22,34,37,25.0,8000000.0,22/01/2013
30.0,276,4,14,15,26,33,39,6.0,7500000.0,19/01/2013
30.0,275,3,17,30,31,37,38,35.0,7000000.0,15/01/2013
30.0,274,10,19,25,28,32,39,3.0,6500000.0,12/01/2013
30.0,273,5,10,17,24,27,37,19.0,6000000.0,08/01/2013
30.0,272,1,5,19,26,31,34,13.0,5500000.0,05/01/2013
30.0,271,5,7,8,12,23,36,14.0,5000000.0,01/01/2013
30.0,270,5,12,15,18,32,37,25.0,25000000.0,29/12/2012
30.0,269,4,8,14,15,29,37,2.0,24500000.0,25/12/2012
30.0,268,1,2,10,23,28,37,19.0,23500000.0,22/12/2012
30.0,267,7,9,23,24,28,29,33.0,22500000.0,18/12/2012
30.0,266,4,6,13,25,33,36,16.0,21500000.0,15/12/2012
30.0,265,5,6,13,14,29,32,2.0,20500000.0,11/12/2012
30.0,264,7,14,15,20,35,37,12.0,19500000.0,08/12/2012
30.0,263,6,9,30,35,38,39,8.0,18500000.0,04/12/2012
30.0,262,4,5,20,27,30,32,14.0,17500000.0,01/12/2012
30.0,261,16,25,29,34,36,38,31.0,16500000.0,27/11/2012
30.0,260,5,6,19,21,25,33,10.0,16000000.0,24/11/2012
30.0,259,2,7,12,20,34,35,11.0,15000000.0,20/11/2012
30.0,258,9,11,16,17,26,28,38.0,14000000.0,17/11/2012
30.0,257,3,8,13,16,19,25,31.0,13000000.0,13/11/2012
30.0,256,3,5,7,13,15,37,2.0,12000000.0,10/11/2012
30.0,255,8,16,24,30,32,34,38.0,11500000.0,06/11/2012
30.0,254,2,4,12,14,19,33,6.0,11000000.0,03/11/2012
30.0,253,4,9,14,17,31,34,25.0,10500000.0,30/10/2012
30.0,252,3,19,20,25,37,39,6.0,10000000.0,27/10/2012
30.0,251,1,16,19,32,35,36,14.0,9500000.0,23/10/2012
30.0,250,4,6,16,32,36,39,14.0,9000000.0,20/10/2012
30.0,249,6,11,14,24,37,38,4.0,8500000.0,16/10/2012
30.0,248,4,5,7,14,15,26,36.0,8000000.0,13/10/2012
30.0,247,4,9,24,25,36,39,17.0,7500000.0,09/10/2012
30.0,246,10,14,15,31,33,36,29.0,7000000.0,06/10/2012
30.0,245,4,18,25,26,36,37,15.0,6500000.0,02/10/2012
30.0,244,2,13,17,18,24,38,37.0,6000000.0,29/09/2012
30.0,243,8,12,20,24,25,36,3.0,5500000.0,25/09/2012
30.0,242,3,13,17,20,22,34,25.0,5000000.0,22/09/2012
30.0,241,2,17,23,30,33,38,18.0,21000000.0,18/09/2012
30.0,240,10,18,21,27,35,39,8.0,20000000.0,15/09/2012
30.0,239,2,3,18,30,31,39,32.0,19000000.0,11/09/2012
30.0,238,6,9,12,19,20,32,11.0,18000000.0,08/09/2012
30.0,237,5,6,10,16,29,38,30.0,17000000.0,04/09/2012
30.0,236,9,16,20,22,24,27,28.0,16000000.0,01/09/2012
30.0,235,6,16,18,19,30,37,38.0,15000000.0,28/08/2012
30.0,234,2,3,4,25,34,39,8.0,14000000.0,25/08/2012
30.0,233,17,24,27,32,36,38,15.0,13000000.0,21/08/2012
30.0,232,7,8,13,16,29,35,9.0,12500000.0,18/08/2012
30.0,231,1,4,11,20,26,37,38.0,11500000.0,14/08/2012
30.0,230,4,15,18,23,29,34,25.0,11000000.0,11/08/2012
30.0,229,13,15,16,17,24,33,31.0,10500000.0,07/08/2012
30.0,228,1,6,14,15,33,36,22.0,10000000.0,04/08/2012
30.0,227,16,21,25,29,34,36,10.0,9500000.0,31/07/2012
30.0,226,7,10,13,25,30,38,22.0,9000000.0,28/07/2012
30.0,225,1,2,7,20,21,33,6.0,8500000.0,24/07/2012
30.0,224,4,9,12,17,18,37,20.0,8000000.0,21/07/2012
30.0,223,1,8,10,12,20,37,39.0,7500000.0,17/07/2012
30.0,222,8,16,17,18,25,38,4.0,7000000.0,14/07/2012
30.0,221,7,8,13,27,33,35,4.0,6500000.0,10/07/2012
30.0,220,3,9,26,29,38,39,14.0,6000000.0,07/07/2012
30.0,219,4,15,19,27,28,36,7.0,5500000.0,03/07/2012
30.0,218,3,7,11,14,21,24,2.0,5000000.0,30/06/2012
30.0,217,6,13,20,29,35,37,5.0,5000000.0,26/06/2012
30.0,216,3,4,18,21,29,35,37.0,9500000.0,23/06/2012
30.0,215,6,9,17,20,37,39,1.0,9000000.0,19/06/2012
30.0,214,3,6,9,24,38,39,36.0,8500000.0,16/06/2012
30.0,213,13,17,18,21,26,34,27.0,8000000.0,12/06/2012
30.0,212,6,7,14,16,21,35,36.0,7500000.0,09/06/2012
30.0,211,7,12,18,27,28,29,4.0,7000000.0,05/06/2012
30.0,210,8,15,18,19,20,30,2.0,6500000.0,02/06/2012
30.0,209,3,11,16,20,29,36,8.0,6000000.0,29/05/2012
30.0,208,12,21,28,31,33,35,39.0,5500000.0,26/05/2012
30.0,207,7,20,22,23,24,38,29.0,5000000.0,22/05/2012
30.0,206,23,29,30,32,34,37,22.0,5000000.0,19/05/2012
30.0,205,8,9,15,16,22,29,3.0,8500000.0,15/05/2012
30.0,204,2,6,7,12,30,37,4.0,8000000.0,12/05/2012
30.0,203,6,8,9,15,34,35,25.0,7500000.0,08/05/2012
30.0,202,5,7,19,23,32,35,1.0,7000000.0,05/05/2012
30.0,201,7,15,16,17,20,32,26.0,6500000.0,01/05/2012
30.0,200,9,20,22,27,37,38,30.0,6000000.0,28/04/2012
30.0,199,3,14,23,24,25,26,35.0,5500000.0,24/04/2012
30.0,198,5,6,9,10,15,35,32.0,5000000.0,21/04/2012
30.0,197,3,18,28,30,32,36,33.0,31000000.0,17/04/2012
30.0,196,7,8,11,15,19,30,33.0,30000000.0,14/04/2012
30.0,195,15,19,23,24,29,33,3.0,29000000.0,10/04/2012
30.0,194,5,8,11,13,18,25,4.0,28000000.0,07/04/2012
30.0,193,11,16,18,30,32,33,14.0,26500000.0,03/04/2012
30.0,192,2,10,24,27,28,36,39.0,25500000.0,31/03/2012
30.0,191,1,16,23,26,28,34,12.0,24500000.0,27/03/2012
30.0,190,5,12,28,29,34,36,39.0,23500000.0,24/03/2012
30.0,189,5,6,10,15,29,35,9.0,22500000.0,20/03/2012
30.0,188,10,12,14,31,34,35,11.0,21500000.0,17/03/2012
30.0,187,3,7,21,27,29,37,15.0,20500000.0,13/03/2012
30.0,186,1,7,22,29,30,38,8.0,19500000.0,10/03/2012
30.0,185,8,10,12,17,19,33,16.0,18500000.0,06/03/2012
30.0,184,3,9,10,15,22,29,31.0,17500000.0,03/03/2012
30.0,183,2,10,13,18,24,34,19.0,16500000.0,28/02/2012
30.0,182,9,14,16,20,27,33,38.0,15500000.0,25/02/2012
30.0,181,4,7,9,12,21,37,39.0,14500000.0,21/02/2012
30.0,180,1,4,10,26,27,34,15.0,13500000.0,18/02/2012
30.0,179,4,16,23,24,28,37,1.0,12500000.0,14/02/2012
30.0,178,6,13,15,36,37,39,26.0,11500000.0,11/02/2012
30.0,177,2,14,16,19,32,38,1.0,10500000.0,07/02/2012
30.0,176,3,5,19,24,31,33,39.0,10000000.0,04/02/2012
30.0,175,1,17,19,29,31,35,4.0,9500000.0,31/01/2012
30.0,174,1,11,14,21,24,27,17.0,9000000.0,28/01/2012
30.0,173,2,9,12,16,17,26,36.0,8500000.0,24/01/2012
30.0,172,1,2,5,17,20,25,22.0,8000000.0,21/01/2012
30.0,171,3,8,19,21,28,31,25.0,7500000.0,17/01/2012
30.0,170,4,6,21,22,25,35,27.0,7000000.0,14/01/2012
30.0,169,2,3,4,24,26,32,7.0,6500000.0,10/01/2012
30.0,168,2,9,16,24,37,39,11.0,6000000.0,07/01/2012
30.0,167,3,16,22,23,31,33,28.0,5500000.0,03/01/2012
30.0,166,3,4,15,25,29,38,19.0,5000000.0,31/12/2011
30.0,165,4,18,19,21,34,38,27.0,8500000.0,27/12/2011
30.0,164,1,2,20,24,32,33,28.0,8000000.0,24/12/2011
30.0,163,6,11,13,21,25,36,19.0,7500000.0,20/12/2011
30.0,162,11,15,19,21,24,28,34.0,7000000.0,17/12/2011
30.0,161,3,17,20,24,33,36,6.0,6500000.0,13/12/2011
30.0,160,3,20,24,33,35,36,10.0,6000000.0,10/12/2011
30.0,159,1,6,12,26,30,37,19.0,5500000.0,06/12/2011
30.0,158,1,10,13,17,18,19,35.0,5000000.0,03/12/2011
30.0,157,17,21,26,28,36,37,31.0,11000000.0,29/11/2011
30.0,156,5,6,23,25,26,27,35.0,10000000.0,26/11/2011
30.0,155,4,16,25,33,37,39,30.0,9500000.0,22/11/2011
30.0,154,1,4,5,18,35,38,36.0,9000000.0,19/11/2011
30.0,153,9,18,19,32,34,39,13.0,8500000.0,15/11/2011
30.0,152,10,12,15,24,26,39,34.0,8000000.0,12/11/2011
30.0,151,5,7,11,17,23,32,36.0,7500000.0,08/11/2011
30.0,150,4,19,22,27,30,33,28.0,7000000.0,05/11/2011
30.0,149,2,7,9,30,32,33,13.0,6500000.0,01/11/2011
30.0,148,8,13,16,24,27,33,9.0,6000000.0,29/10/2011
30.0,147,8,12,15,21,36,38,35.0,5500000.0,25/10/2011
30.0,146,5,10,15,16,27,33,3.0,5000000.0,22/10/2011
30.0,145,2,14,15,17,22,28,21.0,11000000.0,18/10/2011
30.0,144,4,12,17,21,30,38,25.0,10000000.0,15/10/2011
30.0,143,6,8,10,22,26,28,30.0,9500000.0,11/10/2011
30.0,142,3,4,7,18,31,35,22.0,9000000.0,08/10/2011
30.0,141,16,17,23,26,31,37,12.0,8500000.0,04/10/2011
30.0,140,16,19,21,27,36,38,14.0,8000000.0,01/10/2011
30.0,139,2,7,9,11,38,39,27.0,7500000.0,27/09/2011
30.0,138,1,6,9,26,28,34,17.0,7000000.0,24/09/2011
30.0,137,2,9,17,20,23,34,39.0,6500000.0,20/09/2011
30.0,136,1,7,18,22,26,35,34.0,6000000.0,17/09/2011
30.0,135,1,6,23,24,28,29,12.0,5500000.0,13/09/2011
30.0,134,8,16,17,18,31,35,32.0,5000000.0,10/09/2011
30.0,133,8,15,26,28,37,39,4.0,33000000.0,06/09/2011
30.0,132,1,13,22,23,28,35,18.0,32000000.0,03/09/2011
30.0,131,2,11,13,17,24,37,18.0,30000000.0,30/08/2011
30.0,130,1,8,18,22,36,37,34.0,29000000.0,27/08/2011
30.0,129,2,14,18,23,32,38,5.0,28000000.0,23/08/2011
30.0,128,7,11,12,16,38,39,19.0,27000000.0,20/08/2011
30.0,127,9,12,15,16,20,21,13.0,26000000.0,16/08/2011
30.0,126,1,15,24,28,31,37,29.0,25000000.0,13/08/2011
30.0,125,14,15,27,32,33,35,3.0,23000000.0,09/08/2011
30.0,124,1,5,15,16,17,30,3.0,22000000.0,06/08/2011
30.0,123,2,11,12,29,30,34,18.0,21000000.0,02/08/2011
30.0,122,2,9,11,25,30,33,6.0,20000000.0,30/07/2011
30.0,121,9,14,18,24,28,33,22.0,19000000.0,26/07/2011
30.0,120,16,25,30,32,38,39,33.0,18000000.0,23/07/2011
30.0,119,4,12,20,22,25,26,24.0,17000000.0,19/07/2011
30.0,118,3,14,17,23,31,33,15.0,16000000.0,16/07/2011
30.0,117,5,12,15,20,23,32,24.0,15000000.0,12/07/2011
30.0,116,3,8,10,11,19,28,31.0,14000000.0,09/07/2011
30.0,115,11,15,18,21,25,34,1.0,13000000.0,05/07/2011
30.0,114,6,16,20,30,31,33,2.0,12000000.0,02/07/2011
30.0,113,2,6,8,10,24,38,16.0,11000000.0,28/06/2011
30.0,112,6,7,8,17,32,36,4.0,10000000.0,25/06/2011
30.0,111,2,15,27,28,31,37,18.0,9500000.0,21/06/2011
30.0,110,9,15,23,28,32,36,19.0,9000000.0,18/06/2011
30.0,109,2,7,8,11,33,36,18.0,8500000.0,14/06/2011
30.0,108,9,10,11,25,32,38,30.0,8000000.0,11/06/2011
30.0,107,12,14,16,17,28,30,24.0,7500000.0,07/06/2011
30.0,106,2,5,7,17,23,29,22.0,7000000.0,04/06/2011
30.0,105,14,16,20,24,37,38,35.0,6500000.0,31/05/2011
30.0,104,9,16,19,25,32,38,8.0,6000000.0,28/05/2011
30.0,103,2,3,5,7,8,19,39.0,5500000.0,24/05/2011
30.0,102,1,7,11,13,22,35,32.0,5000000.0,21/05/2011
30.0,101,3,4,6,17,27,34,7.0,9000000.0,17/05/2011
30.0,100,10,15,25,28,30,39,33.0,8500000.0,14/05/2011
30.0,99,3,6,17,29,30,31,28.0,8000000.0,10/05/2011
30.0,98,5,7,10,15,30,38,34.0,7500000.0,07/05/2011
30.0,97,5,6,15,20,28,31,24.0,7000000.0,03/05/2011
30.0,96,6,11,15,21,37,38,26.0,6500000.0,30/04/2011
30.0,95,4,12,19,25,31,38,24.0,6000000.0,26/04/2011
30.0,94,13,14,21,28,30,38,32.0,5500000.0,23/04/2011
30.0,93,15,16,23,26,29,34,13.0,5000000.0,19/04/2011
30.0,92,3,6,9,23,26,33,19.0,16500000.0,16/04/2011
30.0,91,15,16,21,26,37,39,9.0,15500000.0,12/04/2011
30.0,90,3,13,16,18,29,35,38.0,14500000.0,09/04/2011
30.0,89,4,5,6,18,31,33,36.0,13500000.0,05/04/2011
30.0,88,4,6,31,32,33,34,1.0,12500000.0,02/04/2011
30.0,87,3,9,19,28,31,35,8.0,11000000.0,29/03/2011
30.0,86,18,20,33,35,36,39,31.0,10000000.0,26/03/2011
30.0,85,5,11,13,15,27,37,21.0,9500000.0,22/03/2011
30.0,84,5,20,25,28,35,36,21.0,9000000.0,19/03/2011
30.0,83,1,5,10,13,26,28,33.0,8500000.0,15/03/2011
30.0,82,8,9,20,25,33,35,31.0,8000000.0,12/03/2011
30.0,81,4,7,15,17,23,26,24.0,7500000.0,08/03/2011
30.0,80,10,15,25,28,30,36,34.0,7000000.0,05/03/2011
30.0,79,10,12,16,30,33,34,11.0,6500000.0,01/03/2011
30.0,78,2,6,18,23,27,37,24.0,6000000.0,26/02/2011
30.0,77,15,16,22,27,28,37,12.0,5500000.0,22/02/2011
30.0,76,2,7,19,23,26,37,4.0,5000000.0,19/02/2011
30.0,75,4,10,13,15,20,21,25.0,10000000.0,15/02/2011
30.0,74,8,17,19,37,38,39,1.0,9000000.0,12/02/2011
30.0,73,12,13,25,28,32,33,38.0,8500000.0,08/02/2011
30.0,72,2,3,21,22,32,36,4.0,8000000.0,05/02/2011
30.0,71,10,15,18,28,30,36,27.0,7500000.0,01/02/2011
30.0,70,6,15,25,26,34,38,14.0,7000000.0,29/01/2011
30.0,69,12,17,20,24,29,33,1.0,6500000.0,25/01/2011
30.0,68,12,15,20,25,26,36,29.0,6000000.0,22/01/2011
30.0,67,1,14,16,22,23,25,7.0,5500000.0,18/01/2011
30.0,66,6,11,18,26,32,38,1.0,5000000.0,15/01/2011
30.0,65,3,6,10,15,37,38,19.0,21500000.0,11/01/2011
30.0,64,6,17,21,26,29,34,39.0,20000000.0,08/01/2011
30.0,63,5,9,10,19,21,33,36.0,19000000.0,04/01/2011
30.0,62,7,19,21,22,27,37,32.0,18000000.0,01/01/2011
30.0,61,2,8,19,22,26,38,36.0,16500000.0,28/12/2010
30.0,60,5,7,13,27,29,33,20.0,16000000.0,25/12/2010
30.0,59,2,10,17,23,28,37,3.0,15000000.0,21/12/2010
30.0,58,7,11,21,22,25,31,6.0,13500000.0,18/12/2010
30.0,57,5,19,30,32,35,37,8.0,12500000.0,14/12/2010
30.0,56,6,10,12,16,25,32,5.0,11000000.0,11/12/2010
30.0,55,1,4,6,10,11,18,35.0,10000000.0,07/12/2010
30.0,54,9,11,19,21,27,29,1.0,9000000.0,04/12/2010
30.0,53,13,20,25,28,30,35,15.0,8500000.0,30/11/2010
30.0,52,1,3,5,7,18,37,35.0,8000000.0,27/11/2010
30.0,51,3,7,13,16,21,39,22.0,7500000.0,23/11/2010
30.0,50,5,13,15,22,23,35,34.0,7000000.0,20/11/2010
30.0,49,2,17,35,36,37,38,10.0,6500000.0,16/11/2010
30.0,48,15,20,22,26,29,34,6.0,6000000.0,13/11/2010
30.0,47,4,8,14,17,30,39,18.0,5500000.0,09/11/2010
30.0,46,19,22,23,31,34,38,35.0,5000000.0,06/11/2010
30.0,45,13,16,23,24,29,39,28.0,7000000.0,02/11/2010
30.0,44,16,21,22,29,32,37,23.0,6500000.0,30/10/2010
30.0,43,6,16,19,25,30,38,22.0,6000000.0,26/10/2010
30.0,42,1,19,28,29,31,37,26.0,5500000.0,23/10/2010
30.0,41,7,10,13,15,17,21,11.0,5000000.0,19/10/2010
30.0,40,5,17,20,26,31,37,23.0,13500000.0,16/10/2010
30.0,39,8,15,18,24,26,33,29.0,12500000.0,12/10/2010
30.0,38,3,11,15,18,20,26,7.0,11500000.0,09/10/2010
30.0,37,3,4,13,24,28,32,7.0,10500000.0,05/10/2010
30.0,36,8,15,22,32,33,37,19.0,9500000.0,02/10/2010
30.0,35,9,17,18,28,37,39,2.0,8500000.0,28/09/2010
30.0,34,2,8,9,25,29,36,3.0,8000000.0,25/09/2010
30.0,33,6,9,12,16,35,36,38.0,7500000.0,21/09/2010
30.0,32,15,20,28,29,37,38,1.0,7000000.0,18/09/2010
30.0,31,11,16,19,20,23,34,2.0,6500000.0,14/09/2010
30.0,30,4,11,14,15,23,35,6.0,6000000.0,11/09/2010
30.0,29,2,4,6,13,17,20,15.0,5500000.0,07/09/2010
30.0,28,1,4,15,27,33,37,3.0,5000000.0,04/09/2010
30.0,27,4,5,9,24,29,37,17.0,24000000.0,31/08/2010
30.0,26,1,12,19,21,30,34,20.0,23000000.0,28/08/2010
30.0,25,11,17,24,26,28,33,38.0,21500000.0,24/08/2010
30.0,24,8,12,20,31,34,37,9.0,20000000.0,21/08/2010
30.0,23,3,17,18,20,24,38,22.0,19000000.0,17/08/2010
30.0,22,1,2,23,28,29,33,4.0,17500000.0,14/08/2010
30.0,21,1,8,20,23,28,35,16.0,16500000.0,10/08/2010
30.0,20,1,7,17,29,31,32,19.0,15000000.0,07/08/2010
30.0,19,11,15,35,37,38,39,24.0,13500000.0,03/08/2010
30.0,18,14,17,20,24,32,37,35.0,12000000.0,31/07/2010
30.0,17,12,18,21,22,32,37,19.0,11000000.0,27/07/2010
30.0,16,2,5,8,26,32,34,31.0,10000000.0,24/07/2010
30.0,15,2,10,23,32,33,39,7.0,9000000.0,20/07/2010
30.0,14,9,22,26,27,28,37,35.0,8500000.0,17/07/2010
30.0,13,1,2,4,12,17,33,8.0,8000000.0,13/07/2010
30.0,12,6,20,30,33,34,36,35.0,7000000.0,10/07/2010
30.0,11,2,6,12,25,28,31,18.0,6500000.0,06/07/2010
30.0,10,8,13,18,19,21,34,14.0,6000000.0,03/07/2010
30.0,9,9,11,15,20,31,36,23.0,5500000.0,29/06/2010
30.0,8,1,2,5,6,10,11,15.0,5000000.0,26/06/2010
30.0,7,5,16,26,31,34,35,2.0,6500000.0,22/06/2010
30.0,6,2,9,11,22,26,27,20.0,6000000.0,19/06/2010
30.0,5,1,3,7,21,24,32,13.0,5500000.0,15/06/2010
30.0,4,3,4,18,21,22,26,13.0,5000000.0,12/06/2010
30.0,3,15,16,23,27,35,37,26.0,6500000.0,08/06/2010
30.0,2,5,6,8,19,21,33,13.0,6000000.0,05/06/2010
30.0,1,6,13,14,21,25,35,37.0,5500000.0,01/06/2010
,1540,6,11,20,30,34,35,,,21/06/2025
